,Unnamed: 0,Domain,Sub-domain,Paragraph,Context,Sentence,Rating,Transliteration,AYA_8b_vanilla,AYA_8b_avg,AYA_8b_entropy,AYA_32b_vanilla,AYA_32b_avg,AYA_32b_entropy,conf_aya_32b_vanilla,conf_aya_32b_avg,conf_aya_32b_entropy,conf_aya_32b_verbal_conf,conf_noscale_aya_32b_vanilla,conf_noscale_aya_32b_avg,conf_noscale_aya_32b_entropy,conf_noscale_aya_32b_verbal_conf,noscale_aya_8b_vanilla,noscale_aya_8b_avg,noscale_aya_8b_entropy,noscale_aya_32b_vanilla,noscale_aya_32b_avg,noscale_aya_32b_entropy,FKGL,FRE,ARI,RSRS_mBERT,AYA_8b_entropy_minmax,AYA_32b_entropy_minmax,conf_aya_32b_entropy_minmax,conf_noscale_aya_32b_entropy_minmax,noscale_aya_8b_entropy_minmax,noscale_aya_32b_entropy_minmax,conf_aya_32b_verbal_conf_minmax,conf_noscale_aya_32b_verbal_conf_minmax
10,10,,,,,,2,False,-1.5860384409956783,-1.7390107720897043,0.00099865,-1.0618558251195365,-1.0259606894678812,0.02527574,-0.023276279388580703,-0.45217708628270803,0.054276142,0.7982023828547824,-1.991421075030617,-1.6447035912300767,0.072398335,0.7222594862596964,-1.205947555155555,-1.5570503042056596,0.05565604,-1.4704643926867602,-1.471288390239195,0.032109916,4.4,11.25,0.4040575894092422,0.7495621439347716,0.017652979232175563,0.4275415721934768,0.7763798598471326,0.6919814616483418,0.49440135362136356,0.2994600698972962,0.4841352676666446,0.11404687065128272
11,11,,,,,,1,False,-1.5860384409956783,-1.5079421128637138,0.029430234,-1.0618558251195365,-1.1222489981130537,0.002889935,-1.0590707121804226,-1.0878318349249054,0.003745865,0.7999715241312515,-1.991421075030617,-1.6348543503331365,0.07482689,0.7348568128511573,-1.205947555155555,-1.2814841525086174,0.038400672,-2.1135667560731073,-1.7294146473721768,0.083864071,-2.3,-68.82,1.9129160002101888,-0.824034380785021,0.5224048637123665,0.04888349468226797,0.05358164434732965,0.7153508386878372,0.3411036546028045,0.7857708024435284,0.49312524780066624,0.18193335196600202
12,12,,,,,,3,False,0.2007643596197061,-0.16307543434501504,0.038204088,-1.0618558251195365,-0.9333223517318783,0.038147907,-1.0590707121804226,-0.8450775674596078,0.042587413,0.7998368895263411,0.31534433509161613,0.28504101451556524,0.014416644,0.7999859521156167,-1.205947555155555,-0.9357522584622179,0.057554329,0.45884269747228146,0.47929406799118934,0.008380287,-0.8,28.16,0.49433116954263207,-0.8711153761031716,0.678168937238979,0.6452755339439354,0.6091812422210943,0.13403815858684168,0.5112658641767016,0.0764833202616328,0.4924410953027314,0.5329116380030965
13,13,,,,,,2,False,-1.5860384409956783,-1.7313841281992954,0.001722414,-1.0618558251195365,-1.1478914948978447,0.012764934,-1.0590707121804226,-1.2210073850350258,0.032322542,0.8004121923644562,0.31534433509161613,0.29447507852303,0.01224738,0.7999078814706877,-0.551500406321138,-0.8150303518610096,0.070126464,0.45884269747228146,0.42158992755022867,0.0206754142298814,-1.9,32.06,-0.576055566324706,-1.3476069398068622,0.030502113593416952,0.21592006704431213,0.4623498595010734,0.11316387395494984,0.6229574471815202,0.1920151520520031,0.4953645255309951,0.5324909184686999
14,14,,,,,,1,False,-1.5860384409956783,-1.7520351628927324,0.003599584,-1.0618558251195365,-1.1312214542639174,0.001912826,-1.0590707121804226,-1.2081686331278212,0.029337881,0.8042047584,-2.760342878404695,-2.828396960973554,0.021537386,0.7914900370594296,-1.860394703989972,-2.0014106477684326,0.004294933,-2.1135667560731073,-2.16154842756564,0.0117659899170965,-1.2,59.51,-0.4986782119246576,-0.5300048513408293,0.06382790701349794,0.03235560053421747,0.419656492815752,0.20255927694692455,0.03810627361228998,0.10829726188230297,0.5146366400704014,0.4871274968580823
15,15,,,,,,1,False,-1.5860384409956783,-1.7359569654673275,0.000531883,-1.0618558251195365,-1.1124423913196049,0.005942754,-1.0590707121804226,-1.0778234301554852,0.001962716,0.7998729066748638,0.31534433509161613,-0.27525444527811216,0.093058888,0.7997773992593296,-1.860394703989972,-1.7352373094983713,0.053682954,-1.4704643926867602,-1.4454428270037858,0.034898747,2.1,61.13,-0.8210838552581932,0.26941819660238436,0.009366366609285288,0.10052222616990894,0.02807501759421966,0.8907927930373694,0.4768723421412414,0.3256654720830268,0.4926241182495188,0.5317877551317047
16,16,,,,,,1,False,-1.5860384409956783,-1.737414862992537,4.582131208460798e-05,-1.0618558251195365,-1.1274560207243103,9.917578249326591e-05,-1.0590707121804226,-1.085332536166665,0.001962499,0.8032655480667017,-2.760342878404695,-2.5998286045323966,0.06345579,0.7914901729285703,-1.860394703989972,-1.9964519283452815,0.005236412,-2.1135667560731073,-2.068254442051962,0.039855348,0.1,79.65,-1.0403196927249974,-0.7582362452559034,0.000737211337847841,0.0016775300051975932,0.028071913569819328,0.6059295889101682,0.04647042813940838,0.3722404429863173,0.5098639956522737,0.48712822905136255
17,17,,,,,,1,False,-1.5860384409956783,-1.7188175280585378,0.004399193,-1.0618558251195365,-0.6286577993012541,0.055568162,-1.0590707121804226,-0.9820747189199368,0.02617585,0.7998231763369403,0.31534433509161613,0.3227777298635171,0.008964512,0.7999659581162405,-1.860394703989972,-1.8742944789387326,0.038276456,0.45884269747228146,0.38861824580577053,0.033691906,1.3,75.75,-0.7823951780581688,0.32510896187884314,0.07802353359544713,0.9399408483275379,0.37442597955030804,0.08157365670111187,0.34000011239024264,0.3143253249822418,0.49237141104295645,0.5328038911525872
18,18,,,,,,1,False,0.2007643596197061,0.05797122421409134,0.019855994,-0.029012454238238738,-0.06272644741569597,0.001848179,-0.023276279388580703,-0.030608323323920883,0.005277292,0.7880804184108229,0.31534433509161613,0.19802546544686989,0.037431085,0.7998665596888259,-1.205947555155555,-1.2293073815591689,0.027377185,0.45884269747228146,0.40085359593358005,0.0269740913815341,0.1,79.65,-1.0403196927249974,-0.6907466189821142,0.3524313693595501,0.03126209021654664,0.07548757418753647,0.3555003651591546,0.24317035104990437,0.25120101451449406,0.43269999764113365,0.5322682370646823
19,19,,,,,,1,False,0.2007643596197061,0.18965970743948996,0.000641755,-0.029012454238238738,-0.04386750038899155,0.009118745,-0.023276279388580703,-0.12244915431108815,0.027345896,0.7851957446438519,0.31534433509161613,0.3487697842514627,0.007246872,0.7998760255454898,0.7573938913476961,0.23036942688266995,0.092375496,0.45884269747228146,0.5004357083857064,0.006164185,-0.4,62.91,-0.9371498868582658,-0.5342898427976155,0.011316947310367843,0.15424442406508856,0.3911626216402116,0.06504523680610476,0.8206191493828463,0.05565959727712711,0.4180413832030827,0.5323192481817531
20,20,,,,,,1,False,0.2007643596197061,0.02417763465327902,0.023375278,-1.0618558251195365,-1.1341131249404037,0.003495461,-1.0590707121804226,-1.3875132741643477,0.050841861,0.7990917981194798,0.31534433509161613,0.24067324959510747,0.019561262,0.7999898325864592,-1.205947555155555,-1.0001465236961522,0.056754628,-1.4704643926867602,-1.3956686948612627,0.046788838,-1.2,59.51,-1.1048008213917044,-0.8233622556425694,0.41490995764435984,0.05912602610086347,0.7272550118213663,0.18354353020336883,0.5041612736977944,0.4373913589079853,0.4886548759460263,0.532932549702847
21,21,,,,,,3,False,0.2007643596197061,0.1879939246629869,3.992649820968989e-05,-0.029012454238238738,-0.08040682501046804,0.006595992,-0.023276279388580703,-0.19426237234172936,0.035940963,0.7946596731261877,-0.4535774682824616,-0.3474228795155363,0.059342564,0.7731054429551619,-0.551500406321138,-0.33054028803978314,0.061915098,-0.18425966591406576,-0.45239740553798,0.074184637,3.6,73.96,-0.9887347897916315,-0.21873530408365757,0.0006325594685736957,0.11157181072750101,0.5141086939465487,0.5663490444124502,0.5500071911452985,0.694817474364403,0.466132810483443,0.3880536659879623
22,22,,,,,,1,False,0.2007643596197061,0.18796784717734422,3.4512069585973205e-05,-0.029012454238238738,-0.05643936974245721,0.004156242,-0.023276279388580703,-0.023811309776873558,0.006290307,0.7970692843751408,-1.991421075030617,-1.5208213300545441,0.093897454,0.7437743908812194,-1.205947555155555,-1.1778669568337252,0.036407902,-1.4704643926867602,-1.4766961094306894,0.0244534181786184,3.2,69.25,-0.9371498868582658,-0.3050180279520073,0.0005364359795973346,0.07030320124001678,0.08997800403961373,0.8988621038112663,0.32339976931486314,0.22751537165510252,0.47837737090771615,0.22998981774983962
23,23,,,,,,1,False,-1.5860384409956783,-0.8944435284704598,0.055043099,-1.0618558251195365,-0.9698970419697446,0.033672746,-1.0590707121804226,-1.081525961121838,0.000102665,0.8000033776000001,-1.991421075030617,-2.1612254267061775,0.064630572,0.7622437235737834,-0.551500406321138,-0.8909445647535811,0.057421459,-2.1135667560731073,-2.016056630958306,0.046879597,0.5,42.29,-0.12468766565775596,-0.3679409096210497,0.9771154375476732,0.5695777486369903,0.0014683646455602997,0.6172342221168334,0.5100854393217465,0.43824418078818345,0.4932871127998366,0.32952030143031896
24,24,,,,,,1,False,0.2007643596197061,0.1869764613369208,0.000382454,-1.0618558251195365,-1.0560490189536742,0.020166104,-1.0590707121804226,-1.0802847708477512,0.001591042,0.7994103017088492,-1.2224992716565393,-1.360329480163907,0.088308497,0.7222635433505615,-1.205947555155555,-1.136420873130761,0.043821814,-1.4704643926867602,-1.3791553394819125,0.049848153,0.5,72.33,-0.8339800809915345,-1.0845806203067954,0.0067135221759258784,0.341111580306115,0.02275849609666931,0.8450809691898443,0.3892653973516621,0.4661383787122827,0.4902733679110991,0.11406873414916197
25,25,,,,,,5,False,0.2007643596197061,0.1879879998737552,2.4494817011920936e-05,-0.029012454238238738,-0.06312904741405297,0.00027151,-0.023276279388580703,-0.019040231487791666,0.000402873,0.7989014345000001,0.31534433509161613,0.3304875309624085,0.005385519,0.7997991883862738,-0.551500406321138,-0.6468180721921605,0.053854355,0.45884269747228146,0.47008054630779045,0.0117094302919486,4.0,30.59,0.17192552620909646,0.32961102946645504,0.00035859758993649386,0.0045925801224705,0.005762617904428539,0.04713390267506963,0.47839507865485736,0.10776579628812574,0.48768753366526774,0.5319051758517621
26,26,,,,,,4,True,0.2007643596197061,0.18826747127615415,0.000100369,-0.029012454238238738,0.15117999038671406,0.04039084,-0.023276279388580703,0.21692767235636667,0.042602466,0.7924140641270242,0.31534433509161613,0.29352311449845964,0.018483231,0.7994024495395081,0.7573938913476961,0.7520405958770171,0.039587707,0.45884269747228146,0.2946032323578317,0.056800424,6.4,64.85,-0.2020650200578047,0.06414342873578402,0.0017056079023632566,0.6832149646575705,0.6093965642455099,0.17316990765857807,0.3516493430027561,0.5314657713220148,0.4547216357175978,0.529767166321546
27,27,,,,,,4,False,0.2007643596197061,0.18800054104860375,2.091353300991412e-05,1.0038309166430592,0.9733835980937079,0.010073967,1.012518153403261,0.8284445944654047,0.04059555,0.7932451367627152,0.31534433509161613,0.33999741628705954,0.001471313,0.7999495801285207,-0.551500406321138,-0.4865383149559802,0.038721722,0.45884269747228146,0.4973754690510639,0.00165215,3.2,21.16,0.7522556842094607,0.04506098902141111,0.00029501830258930634,0.17040209747091034,0.5806891161652629,0.009468477834266995,0.34395588158920715,0.01326201497432961,0.4589447730012983,0.5327156308420178
28,28,,,,,,2,True,0.2007643596197061,0.18811882746398023,4.024583578189312e-05,-0.029012454238238738,-0.06353369117488035,2.521895488635811e-06,-0.023276279388580703,-0.019598258807658177,5.096052537170469e-05,0.7996416367548591,0.31534433509161613,0.043844468380449315,0.059688898,0.7999440856622868,-0.551500406321138,-0.43548982776609113,0.05549997,-0.827362029300413,-0.8738127210422572,0.051703388,7.9,49.42,-0.034414085524366075,0.30172986570787447,0.0006382287355886784,4.262006842476571e-05,0.0007287704020004101,0.5696817298272736,0.4930148186088489,0.48357119530247555,0.49144890855084,0.5326860213866609
29,29,,,,,,4,False,0.2007643596197061,0.18804928792374398,1.1451371299670856e-05,1.0038309166430592,1.2366325142086805,0.042907153,1.012518153403261,1.0118397340819714,0.016534669,0.7499995452902581,0.31534433509161613,0.39624772206592196,0.019900387,0.7992067447510578,0.10294674251327904,0.0699532078760862,0.088358917,0.45884269747228146,0.5027080004502069,0.002727139,6.7,33.51,0.6490858783427296,0.6502425552733614,0.00012703455766318496,0.725778644766303,0.2365160206931538,0.18680684521518404,0.7849356265147007,0.023363207585225136,0.23919013079583307,0.5287125211658563
30,30,,,,,,2,False,0.2007643596197061,0.18801832110628572,1.135229083373334e-05,-0.029012454238238738,-0.06534169871577271,0.001007665,-0.023276279388580703,-0.06429414560952229,0.014016968,0.7999424210775032,-1.2224992716565393,-1.5847340019429024,0.063744941,0.7407281874892646,-0.551500406321138,-0.48338365176733505,0.041618072,-1.4704643926867602,-1.5973442628808883,0.040171973,2.4,17.75,0.0687557203423654,0.023444327436681404,0.0001252755613337108,0.01704471383176815,0.20050217121510583,0.6087120166255575,0.36968722447058777,0.37521562702115374,0.4929773591732758,0.2135739514033279
31,31,,,,,,5,False,1.9875671602350904,1.642327619609619,0.044916845,2.036674287524357,1.9625700411192253,0.025361428,2.048312586195103,1.9291872661703342,0.03615687,0.7966913013770466,1.084266138465694,1.0018319792061612,0.038804211,0.7437959013823274,1.411841040182113,1.5053782597434218,0.017986626,0.45884269747228146,0.5129067998469717,0.00802989,6.0,48.13,0.6103972011427052,1.116830613907104,0.7973419226698151,0.4289909930807658,0.5171970837907982,0.3687136130438985,0.15974407540060953,0.07319079579181967,0.47645663134380367,0.23010573696658243
32,32,,,,,,3,False,0.2007643596197061,0.18803312587979656,5.12288567608216e-06,-0.029012454238238738,-0.06352821440265495,2.1885229485692213e-05,-0.023276279388580703,-0.019287372212343577,0.000221009,0.7989013586239707,-1.2224992716565393,-1.213369642139791,0.083831715,0.7059958131751045,-0.551500406321138,-0.7583372738910003,0.053685266,-1.4704643926867602,-1.4127162130309057,0.0370925696703728,4.4,23.27,0.3137840092758523,1.0169531140834027,1.468362271660618e-05,0.0003701527537819734,0.003161187980273242,0.8020020162809637,0.4768928820845293,0.34627984613484014,0.487687148097419,0.026402597007203266
33,33,,,,,,2,True,0.2007643596197061,0.1888601693183867,0.000303367,-0.029012454238238738,-0.06528824489476882,0.001052914,-0.023276279388580703,-0.021821146903225667,0.002017708,0.7867036631600512,0.31534433509161613,0.28092641269701585,0.021998986,0.7998265541,-0.551500406321138,0.04189971164157097,0.087721857,0.45884269747228146,0.47139593062702567,0.0141165008187414,2.5,31.57,0.2364066548758036,-0.4329097057785216,0.0053094740480451085,0.017810105085256902,0.028861637455155017,0.20700113823539903,0.7792759481968137,0.1303839654220832,0.4257039467782264,0.5320526485714736
34,34,,,,,,2,False,0.2007643596197061,0.11615766312513108,0.012797928,-0.029012454238238738,-0.06370130073213097,0.000124289,-0.023276279388580703,-0.0204501894566419,0.000527111,0.7998096306853768,-1.991421075030617,-1.9304191844296028,0.056441904,0.7294098886153165,-1.205947555155555,-1.2016594169604538,0.034228935,-2.1135667560731073,-1.8349093061576605,0.0601992328979833,2.4,59.82,-0.6534329207247546,0.0945250372510088,0.22712804069922776,0.002102322531587453,0.007539750547047233,0.5384367190982683,0.30404169898351047,0.5634028640049676,0.4923025781351056,0.1525800985058794
35,35,,,,,,2,False,0.2007643596197061,0.18806405542236548,1.6320410389093127e-05,-0.029012454238238738,-0.06322118800829452,0.000220977,-0.023276279388580703,-0.018359564299957946,0.001146527,0.7880797933506869,-1.2224992716565393,-0.8319021372965567,0.099891973,0.702254179486772,-0.551500406321138,-0.4119666318809134,0.052595864,-0.827362029300413,-0.6505198099198507,0.075260647,3.6,43.91,-0.12468766565775596,-0.42184851041797083,0.00021347563164603457,0.003737809493008039,0.016400038003061498,0.9565458600702019,0.46721457096962193,0.7049282608573343,0.43269682136670085,0.006239085040967041
36,36,,,,,,3,True,0.2007643596197061,0.18801061105902098,1.8404533383382704e-05,-0.029012454238238738,0.13054571953362953,0.038153287,-0.023276279388580703,0.29285838945497317,0.048665621,0.7880797890019722,0.31534433509161613,0.2738407941757918,0.023762347,0.7997503585827019,-0.551500406321138,-0.5433325208195648,0.025820427,0.45884269747228146,-0.12265986488703313,0.090210801,8.7,27.01,0.945699070209582,0.9864526529626224,0.0002504755050563997,0.6453665371692834,0.6961255092362272,0.22396951987210967,0.22934002188342506,0.8454081961092764,0.4326967992684887,0.5316420340237147
37,37,,,,,,3,True,0.2007643596197061,0.1877088155399396,0.000150171,-0.029012454238238738,-0.06352471346790499,1.086689482597223e-05,-0.023276279388580703,-0.019214777321260625,0.000288969,0.7946597019624733,0.31534433509161613,-0.09589358202728138,0.076757716,0.7999083722975229,-0.551500406321138,-0.7504850761836175,0.056074328,-0.827362029300413,-0.9601982016196411,0.0547632387072109,9.9,36.91,0.7780481356761438,1.0760915134333247,0.002589753272205558,0.00018377654709096153,0.004133305483713142,0.7339306941128374,0.4981174486896968,0.512323248908719,0.46613295701647406,0.5324935635145773
38,38,,,,,,1,True,0.2007643596197061,-0.24078248795562324,0.042585929,-0.029012454238238738,-0.06366369957977198,9.930257520076436e-05,-0.023276279388580703,-0.03870127394137813,0.007239817,0.8000257051491644,-1.2224992716565393,-1.6450433743751178,0.06563842,0.7377474091756312,-1.205947555155555,-1.278918455982181,0.021560359,-1.4704643926867602,-1.4573332535397259,0.054253631,8.7,78.67,-0.09889521419107321,-0.5270305574475237,0.7559606811756716,0.001679674716226024,0.10356004186614727,0.6269324912153309,0.19149332849139802,0.5075346923685738,0.4934005713608345,0.197510658146411
39,39,,,,,,4,True,0.2007643596197061,0.18579143932113756,0.00073432,-0.029012454238238738,-0.06364456313809197,9.26081389980256e-05,-0.023276279388580703,-0.01664343274430792,0.001565111,0.7989019119318982,0.31534433509161613,0.24032920295850754,0.029997961,0.7999735485,0.7573938913476961,0.22280171895768663,0.090154513,-1.4704643926867602,-1.0075246738573969,0.088558107,9.1,23.6,0.8296330386095093,0.9461458443117065,0.012960273204096059,0.0015664376741562618,0.02238757233295978,0.2839732729840452,0.8008878064489062,0.8298785670424941,0.48768995975940577,0.5328447954223567
40,40,,,,,,3,False,0.2007643596197061,0.18809153060944908,2.867123586229545e-05,-0.029012454238238738,-0.05185019125413963,0.004864177,-0.023276279388580703,0.0019839290439689623,0.0079886,0.7970689028654163,-0.4535774682824616,-0.6102065211278098,0.090532658,0.7679172333168964,-0.551500406321138,-0.8935471591096652,0.05617803,-1.4704643926867602,-1.3049828009767754,0.0581263364570236,10.6,8.49,1.358378293676508,0.8779867856822153,0.0004327424312898679,0.08227799089367889,0.11427082851385532,0.8664835139152227,0.4990387433258716,0.5439247798454332,0.47837543224691537,0.36009461498552975
41,41,,,,,,4,False,0.2007643596197061,0.18807789861417032,2.947771526089324e-05,-0.029012454238238738,-0.06301348995404313,0.00033822,-0.023276279388580703,0.03076891872851814,0.01532919,0.7974042063404795,0.31534433509161613,0.307959342621143,0.014145624,0.7999443912089532,0.7573938913476961,0.5242813653524486,0.070840134,-0.18425966591406576,-0.4790112142214405,0.1038559690472686,6.4,-25.3,1.7839537428767747,1.1485860130471677,0.00044706002950165545,0.005720986286589805,0.21927253576188208,0.13143020094732186,0.6292977332222802,0.9736257598736474,0.48007929367380076,0.5326876679652357
42,42,,,,,,3,False,0.2007643596197061,0.18805001061057433,1.684111423487924e-05,-0.029012454238238738,-0.06351529790467014,1.6918052952847276e-05,-0.023276279388580703,-0.018357501058148536,0.000729639,0.7997207177092605,-1.991421075030617,-1.6424450130545805,0.065116856,0.7407288104495364,-0.551500406321138,-0.7272830290314181,0.061577576,-1.4704643926867602,-1.441421760410278,0.0297156973669317,0.1,67.63,-1.2595555301918016,0.1433024208765301,0.00022271979642477584,0.00028613247769246694,0.010436763697969484,0.6219136113603441,0.5470086259470285,0.2769626642817802,0.49185076238722036,0.21357730851092915
43,43,,,,,,3,False,0.2007643596197061,0.18804193871416514,2.088545267406302e-05,-0.029012454238238738,-0.06462773691510279,0.000655771,-0.023276279388580703,-0.034523111026250185,0.005947683,0.7994092570398607,-1.991421075030617,-1.6149572266377434,0.083794123,0.7407276959087483,-0.551500406321138,-0.4208056399250444,0.058689743,-1.4704643926867602,-1.418320964768931,0.040715631,-0.8,-7.92,0.7264632327427779,-0.505593141123866,0.0002945197864870139,0.011092392459910883,0.0850770212924302,0.8016402778720461,0.5213529485920243,0.38032413898960576,0.4902680593732356,0.21357130229589272
44,44,,,,,,5,False,0.2007643596197061,0.1884712163699758,0.000176411,1.0038309166430592,0.9994029738981526,0.001324445,1.012518153403261,1.0460322748896178,0.004285376,0.7245079767455991,0.31534433509161613,0.6004579674931397,0.050458518,0.7994757590615791,0.7573938913476961,0.9032907879281209,0.036787277,0.45884269747228146,0.5128588441204586,0.008065551,6.0,30.1,0.39116136367590104,2.0734646118012705,0.0030555975054624954,0.022403078464802377,0.061298949915286734,0.4808600929123929,0.32677015901418255,0.07352588631804566,0.10965344661484577,0.5301622283582517
