,Unnamed: 0,index,ID,text,course,level,AYA_32B_vanilla,AYA_32B_avg,AYA_32B_entropy,AYA_8B_vanilla,AYA_8B_avg,AYA_8B_entropy,noscale_AYA_32B_vanilla,noscale_AYA_32B_avg,noscale_AYA_32B_entropy,noscale_AYA_8B_vanilla,noscale_AYA_8B_avg,noscale_AYA_8B_entropy,conf_aya_32B_vanilla,conf_aya_32B_avg,conf_aya_32B_entropy,conf_aya_32B_verbal_conf,conf_noscale_aya_32B_vanilla,conf_noscale_aya_32B_avg,conf_noscale_aya_32B_entropy,conf_noscale_aya_32B_verbal_conf,FKGL,ARI,LIX,RSRS_mBERT,AYA_32B_entropy_minmax,AYA_8B_entropy_minmax,noscale_AYA_32B_entropy_minmax,noscale_AYA_8B_entropy_minmax,conf_aya_32B_entropy_minmax,conf_noscale_aya_32B_entropy_minmax,conf_aya_32B_verbal_conf_minmax,conf_noscale_aya_32B_verbal_conf_minmax
10,10,151,152,,,12,0.7570164508398803,0.8358888821154983,0.005543838,1.046511469919622,1.0311559240642403,0.027475569,0.8585350935644364,0.9459050633901006,0.000145237,-0.14131702517400366,0.00915883119944605,0.057963848,0.8653201524187449,0.9612858073270769,0.001253675,0.7005217695350439,,,0.029821912,,1.1,0.021573430537165223,47.03562222,-0.6140500254539193,0.06388770196160555,0.2358232251497805,0.0013245249313723348,0.4540924393317554,0.012897296147132111,0.29247500645645325,0.005179720677984001,
11,11,83,84,,,12,0.7570164508398803,0.3575349913641828,0.067045605,0.2703166158463968,0.10704540382863627,0.046566031,-0.7961717695767048,-0.04930002473409659,0.079883835,-0.14131702517400366,0.2330809152482824,0.080673566,-1.040754923046107,-0.2491856536543994,0.079719312,0.7867033072298056,0.519625251808093,0.5232504619300588,0.014878553,0.7994772853232461,5.5,1.152172101804448,59.17080806,1.788056641231948,0.7741095872681777,0.39973087206366875,0.7285205325404968,0.6320027635844321,0.8296384953413921,0.1459197093917802,0.8668813605146584,0.999257220929494
12,12,209,210,,,12,-0.2590790858467036,-0.07460711008987173,0.040202778,-2.0582679463732787,-2.211991611019647,0.005991614,-0.7961717695767048,-0.6279511505958204,0.089068231,-1.0955089045540285,-0.8060717458756477,0.056925574,-1.040754923046107,-0.8433689485985548,0.051488187,0.7904650371775063,0.519625251808093,-0.14114990908839237,0.080560913,0.7999766884062381,11.0,2.72398001063945,46.91304347826088,-1.090219822769863,0.46412884803351223,0.051365430966807755,0.8122799197258748,0.44595849138915555,0.5357834554963316,0.7900919990161408,0.9044936954910554,0.999970656729788
13,13,110,111,,,4,0.7570164508398803,0.5401034874145909,0.048099726,-2.0582679463732787,-2.227099254788621,0.000589,0.8585350935644364,0.9460039371939891,0.000132038,-1.0955089045540285,-0.8763525108588123,0.0587496494444795,0.8653201524187449,0.7459861502007273,0.041252487,0.7268943879480503,0.519625251808093,0.5788635403681264,0.000495434,0.7997127016591634,0.9,-1.5226589009498543,39.0,-1.2517300947471142,0.5553227367672776,0.004979453093457747,0.001204153362957841,0.46024849066561924,0.42924104773390315,0.0048589025302478075,0.26887109984277835,0.9995935313123036
14,14,120,121,,,6,-1.2751746225332876,-1.3489936551584054,0.004043321,-0.5058782382268284,-0.5586958468499433,0.002939957,-1.6235252011472756,-1.5982099043011602,0.034415769,-1.0955089045540285,-1.275372386687268,0.014538464556099,-1.040754923046107,-1.1272147015196352,0.000223812,0.7992421654276711,-1.590689546351305,-1.715503126701683,0.042067337,0.7025814974214881,4.2,0.07672458523313051,51.48997493734336,0.37494942003190523,0.04655974433276926,0.025164393084209872,0.31386317840808303,0.11389340870965589,0.0021775521447250663,0.4125706220779593,0.9922533944768341,0.860834118747898
15,15,174,175,,,4,-1.2751746225332876,-1.3601301636226832,0.001107762,-1.2820730923000536,-1.2875263193133537,0.088834464,-1.6235252011472756,-1.6638903153256832,0.021922863,-0.14131702517400366,-0.3773970166951119,0.0484924590548854,-1.040754923046107,-1.1283460555049014,0.000546174,0.7995929182,-2.645846945431004,-2.5318222032893805,0.04977673,0.7245063165290049,2.4,-0.833269467250292,42.01165501165501,-0.042268205224333534,0.012659933821492792,0.7626408630197461,0.19993101011693662,0.3798925801195646,0.0055329869123630325,0.48817961877698196,0.995760459298114,0.8921554129068335
16,16,30,31,,,10,-0.2590790858467036,-0.27966635585034016,0.009110875,-0.5058782382268284,-0.6802669010347943,0.03589974,0.8585350935644364,0.9378646117324806,0.003630532,-0.14131702517400366,-0.5937408863064035,0.059687926,-1.040754923046107,-0.8668173406117391,0.046106121,0.7984091770204941,0.519625251808093,0.5764059843041811,0.001089597,0.7995857637179142,2.0,-0.39206022968257226,46.41176470588235,0.6147009297584469,0.10507981507761242,0.3081518071301546,0.03310954088236815,0.4675990480891564,0.4797620529174848,0.010686088705045409,0.9839246097321057,0.9994121906782808
17,17,213,214,,,10,-0.2590790858467036,0.2764408027965577,0.055955496,0.2703166158463968,0.21032415678775213,0.039439805,0.8585350935644364,0.8034305979402216,0.037096909,,,0.025300158,-0.08771738531368098,0.30819292659401787,0.053913362,0.7998673625979165,0.519625251808093,0.5737973945130157,0.00216916,0.7999888867941536,1.9,-0.4747869617265194,38.06349206349206,-2.1956191882897103,0.6460411023052111,0.3385462378187474,0.3383145025189124,0.19820164935413823,0.5610268666695046,0.02127378027860859,0.9985045410823838,0.9999880830672317
18,18,244,245,,,10,-0.2590790858467036,-0.2708951949325311,0.016448955,-0.5058782382268284,-0.39869842297369845,0.053593233,-0.7961717695767048,-0.8150259757711382,0.039787482,-0.14131702517400366,-0.20697592595179257,0.044462444,-1.040754923046107,-0.9654460385460935,0.035607478,0.7982011815401506,-0.535532147271606,-0.5798317152738455,0.087351314,0.7033078970281167,0.4,-0.9987229313381869,46.26173826173826,-0.9428365962933055,0.18981990087271572,0.4600653021161509,0.3628518532230332,0.34832101744503774,0.37048269699085895,0.8566880859965347,0.9818449294283571,0.8618718365801218
19,19,224,225,,,12,0.7570164508398803,0.8227014826147814,0.000572714,0.2703166158463968,0.5506159045696704,0.051151469,0.8585350935644364,0.9458359621723279,9.55422080680937e-05,-0.14131702517400366,0.07844923392749564,0.056586539,0.8653201524187449,0.96185691611185,0.001518896,0.7014058328269585,0.519625251808093,0.5789163795100215,0.000283494,0.7991231868873001,3.0,0.9591430603685707,61.333333333333336,1.7022093932368376,0.0064812040414279235,0.4391007077779393,0.0008713208972125119,0.44330245546730895,0.015657955792213445,0.00278032503907686,0.014019186864585365,0.998751364018242
20,20,34,35,,,10,-0.2590790858467036,-0.5785710400809622,0.052187465,1.046511469919622,1.1263953715393,0.004293178,-1.6235252011472756,-1.5988356447014365,0.034171938,1.7670667335860462,1.6782778657486022,0.098320868,-1.040754923046107,-1.0764378200257647,0.015991257,0.7893305801628259,-1.590689546351305,-1.4223470606297717,0.08066721,0.7004448817,2.1,-1.5502344782978368,34.161616161616166,-0.5803207256064592,0.6025279121766476,0.03678293169602863,0.3116395008644756,0.770253587350932,0.1662993566682713,0.7911344947771062,0.893150622531083,0.857781798489785
21,21,50,51,,,4,-1.2751746225332876,-1.3534973943896456,0.002559346,-0.5058782382268284,-0.5176329650214542,0.085082027,-1.6235252011472756,-1.689156060358542,0.015412434,-1.0955089045540285,-0.9800480180977573,0.0489257426148233,-1.040754923046107,-1.1276682319400197,0.000147988,0.7966912804130004,-1.590689546351305,-2.0554597692873986,0.050480833,0.7000558998523048,3.5,-0.8884206219462568,40.07766059443912,-0.055673798282592925,0.029422813580067136,0.7304230403781249,0.14055753108206992,0.38328696919308397,0.0013883074886508978,0.4950850290217019,0.9667479108318124,0.8572261079358788
22,22,98,99,,,6,-1.2751746225332876,-1.328951420158377,0.010032938,1.046511469919622,0.7032732657286906,0.074194947,-0.7961717695767048,-0.9530942137011719,0.046057386,1.7670667335860462,1.3391090247153075,0.1134857253638923,-1.040754923046107,-1.0461264404914148,0.022435939,0.7867034570526101,-1.590689546351305,-1.6042577230502277,0.041791727,0.7000851336139021,0.9,-1.4399321689059068,33.79487179,-1.4322442070297323,0.11572779080539004,0.6369483164786586,0.420031804604828,0.889056678206383,0.23338142604732526,0.4098676082894266,0.8668828585449759,0.8572678706177906
23,23,70,71,,,12,0.7570164508398803,1.2561898270650276,0.063690788,1.046511469919622,1.1268348375508919,0.004082437,0.8585350935644364,0.9474468265035604,0.001008001,1.7670667335860462,1.632593786564768,0.089174241,0.8653201524187449,1.2013126037204056,0.047202143,0.7000420950820626,0.519625251808093,0.6883134693751523,0.025292641,0.7997411983477548,1.2,0.021573430537165223,43.17801418439716,-1.397608897138285,0.7353681889178094,0.034973543247583554,0.009192716146734293,0.6985979474443383,0.4911704395291081,0.24805469527398022,0.0003836091931121999,0.9996342410286098
24,24,53,54,,,10,0.7570164508398803,0.7560581847189977,0.018561354,1.046511469919622,1.0409545246664846,0.025476316,0.8585350935644364,0.784281829899807,0.040344087,-0.14131702517400366,0.13005058674835301,0.064203492,0.8653201524187449,0.6771601224902165,0.051889052,0.7085095534643131,0.519625251808093,0.5715922843733251,0.002982762,0.7985903127944767,3.5,0.13187573992909532,55.53679653679654,1.3762359276574867,0.2142138666639704,0.21865795933193222,0.36792795117267707,0.5029744680412827,0.5399560203710042,0.02925308953581188,0.08504701818305804,0.9979901123003075
25,25,174,175,,,12,0.7570164508398803,0.6669660948719679,0.033905204,0.2703166158463968,0.4069972159409027,0.03399062,-0.7961717695767048,-0.7545928191161791,0.033931101,-0.14131702517400366,0.2070834303453933,0.06294198,0.8653201524187449,0.8021163810246619,0.035511956,0.7182421140173119,0.519625251808093,-0.052921969950039324,0.071837791,0.7995924506110441,2.5,0.5179338228008504,53.53333333333333,0.6108643687079816,0.3914045167287279,0.29176040880379445,0.3094431278496835,0.4930916500790058,0.36948841776478913,0.7045409702252655,0.18235977927618663,0.9994217434205727
26,26,141,142,,,6,0.7570164508398803,0.8230918506951431,0.000568112,0.2703166158463968,0.02403648249318078,0.056665328,0.8585350935644364,0.9459080647203821,2.406209003859513e-05,-0.14131702517400366,-0.33976272752774617,0.050108178,0.8653201524187449,0.9598556495274909,0.000597704,0.7003590591592228,0.519625251808093,0.5785572202815277,4.354478795766976e-05,0.7999948036058868,8.6,2.200044041027783,57.170144462279296,-0.13213097921687014,0.006428060184338729,0.48644181739094733,0.00021944015490901235,0.3925502926207296,0.006069357680556506,0.0004270503803272496,0.003552831654953792,0.9999965356888872
27,27,66,67,,,6,0.7570164508398803,0.8102982016223391,0.004924905,1.046511469919622,1.0856578651453412,0.014425099,0.8585350935644364,0.8743285086109107,0.022708899,0.8128748542060211,1.0842760771963884,0.1078286763375827,0.8653201524187449,0.9544864762245096,0.002267343,0.7008572630018535,0.519625251808093,0.5728312485948192,0.002529694,0.7999503130408513,1.9,-0.5299381164224847,43.07049808429119,-0.3746788162396692,0.0567402689108047,0.12377398145833449,0.20709946122310036,0.8447387599220595,0.02344846796652162,0.024809676556809147,0.008534212582365974,0.9999329774872009
28,28,138,139,,,4,-0.2590790858467036,-0.19583050312079486,0.025487265,0.2703166158463968,0.08220860423435619,0.064244622,-0.7961717695767048,-0.8926531637396773,0.068492508,-0.14131702517400366,-0.41714830697960176,0.074046119,-1.040754923046107,-0.724503079201516,0.055623081,0.7407329811187993,-0.535532147271606,-0.749480822702964,0.076811558,0.7025953479680538,1.6,-0.7781183125543267,42.001106194690266,-0.6607430986468303,0.2941942283320429,0.5515164208661567,0.6246344883468175,0.5800826453012623,0.578823165785068,0.7533206254698105,0.40723876822323923,0.8608539053213297
29,29,45,46,,,10,-0.2590790858467036,-0.2735815341762069,0.004949719,-0.5058782382268284,-0.477056325506048,0.027407341,-0.7961717695767048,-0.7508675270077163,0.075626514,-0.14131702517400366,-0.5072902534403251,0.062107449,-0.08771738531368098,-0.4158538081625736,0.051522247,0.7998494835221208,-0.535532147271606,-0.2994715568924106,0.070941654,0.7047420880999999,3.2,0.4627826681048855,52.93730407523511,0.49726077597021634,0.05702682077299749,0.2352374304773603,0.6896948331682745,0.48655384627145043,0.5361379827302666,0.695752208324702,0.9983257739201363,0.863920689080217
30,30,119,120,,,10,0.7570164508398803,0.8300194980537884,0.003223812,1.046511469919622,1.1213438232599229,0.00181299,0.8585350935644364,0.9463547060960555,0.000348515,1.7670667335860462,1.6315327286155843,0.06674635,0.8653201524187449,0.9607328657041999,0.000801273,0.7000547660381017,0.519625251808093,0.6400191958739311,0.016747643,0.7998167349600052,4.8,0.24217804932102538,49.093676814988285,0.8203708023981993,0.03709606132987758,0.01548843505241348,0.0031783692895935266,0.5228954856121971,0.008188287641945546,0.16425059739297257,0.0005103020311514328,0.9997421509019117
31,31,117,118,,,10,-0.2590790858467036,0.14357341101125837,0.053293552,0.2703166158463968,0.21003530843223578,0.041552886,,,2.252675414732602e-06,,,0.016755950790046,0.8653201524187449,0.6784582752672359,0.04709039,0.7001315951,,,0.000112192,,1.7,-1.1366008180780995,32.704301075268816,-1.6200343629372134,0.6153009955004665,0.3566888126002506,2.054376544948254e-05,0.131265429573471,0.49000721339951514,0.0011003001197951502,0.0012784912558485573,
32,32,232,233,,,12,0.7570164508398803,0.8221742805775141,0.001726336,0.2703166158463968,0.28724004744471865,0.014307399,0.8585350935644364,0.943960019296624,0.001235673,-0.14131702517400366,-0.003409805989391554,0.068550802,0.8653201524187449,0.9550596804363998,0.002868555,0.7294209454295469,0.519625251808093,0.5772053598336416,0.000762838,0.7998069086869236,3.4,1.0142942150645355,53.581453634085214,0.2744102684222567,0.01980322114332905,0.12276342812328347,0.011269027664581455,0.5370317527564387,0.029706425317329588,0.007481436905302426,0.2941333402620465,0.9997281133133614
33,33,85,86,,,12,2.789207524213048,2.512590658424645,0.059167267,1.046511469919622,1.1201200927682975,0.005590303,0.8585350935644364,1.2838038876817832,0.053626997,1.7670667335860462,1.8564805480297712,0.040191425,0.8653201524187449,1.493055303226268,0.06683262,0.7000538547943507,1.5747826508877918,1.6197682568065432,0.025489967,0.7053406503955102,8.0,1.5658057620241854,51.52616279069768,0.5375558523092904,0.6831306066570612,0.04791983904291092,0.4890647577344292,0.3148614044644036,0.6955021691719241,0.24998994761909107,0.0005011907962453321,0.8647757814592324
34,34,145,146,,,12,0.7570164508398803,0.49528456499660056,0.055274263,0.2703166158463968,0.29248381036923093,0.009115622,-0.7961717695767048,-0.6784199687796221,0.045803051,0.8128748542060211,0.77924759844859,0.091108164,-1.040754923046107,-0.6332454766061664,0.068399188,0.7777297848960074,0.519625251808093,0.5540679634616724,0.008224121,0.7990283753631502,4.0,0.49035824545286794,59.23975387320075,0.7762223870448827,0.6381742293811687,0.07818766293899167,0.4177123332166394,0.7137485040478906,0.71180842342357,0.08065712294407017,0.7771579798814194,0.9986159184474944
35,35,48,49,,,12,0.7570164508398803,0.819462088742971,0.001666277,0.2703166158463968,0.4463769956987436,0.043150163,0.8585350935644364,0.8006229050560396,0.030555439,-0.14131702517400366,0.4084250797504851,0.076726203,0.8653201524187449,0.9420737736692688,0.005950563,0.7047423008942673,0.519625251808093,0.5641165195965776,0.00538362,0.7998827605056021,5.5,1.3727767205883081,62.99932249322493,1.9732406200993173,0.019109660319139604,0.3704027769107882,0.27865793735213007,0.6010787058188087,0.061786747431407406,0.05279923183220567,0.04737946427162765,0.9998364734833437
36,36,61,62,,,6,0.7570164508398803,0.6917271340804153,0.029576356,-0.5058782382268284,-0.47813509149504174,0.04354484,0.031181661993865763,0.23317574081031747,0.080098792,-1.0955089045540285,-1.030349607925868,0.0460579936001695,0.8653201524187449,0.7540272376570917,0.041587506,0.7000903151902094,0.519625251808093,0.5612720184100215,0.006178189,0.7994717097804823,4.3,0.49035824545286794,43.028673835125446,-1.3130927009361923,0.3414150166259815,0.37379141037398217,0.7304808864484954,0.3608207211721992,0.43272822798597793,0.06059187710248125,0.000865746636637077,0.9992492558368679
37,37,177,178,,,12,-0.2590790858467036,0.14209394063518271,0.053855217,1.046511469919622,0.8520091552341724,0.050466521,0.8585350935644364,0.939536808104768,0.003330922,-0.14131702517400366,0.23179247026720637,0.075925702,-0.08771738531368098,-0.02610828177106593,0.065261079,0.7992420032196463,0.519625251808093,0.5783538829107158,0.000181511,0.7996814219783118,1.6,-0.28175792029064217,54.65776081424936,0.6603761398155193,0.6217870981714793,0.43321985403336394,0.030377172853527593,0.59480749661777,0.679144151445987,0.0017801383433984287,0.9922517726106586,0.9995488458770284
38,38,93,94,,,6,0.7570164508398803,0.7167579634784152,0.02582993,0.2703166158463968,0.24623214051754225,0.069670708,0.031181661993865763,-0.0007921368609022284,0.037061767,-0.14131702517400366,-0.5696787986096699,0.064195556,0.8653201524187449,0.8596132835206705,0.025440258,0.7001164322354272,0.519625251808093,0.35284434548627014,0.042335806,0.7996379712,4.3,0.6833872868887457,49.41666666666667,-0.5471786544912134,0.29815132085474355,0.5981039255694158,0.3379940162959242,0.5029122965808854,0.2646530909013568,0.4152036013196181,0.0011268826211390248,0.9994867730908282
39,39,253,254,,,10,0.7570164508398803,0.7707124626946804,0.01540333,1.046511469919622,0.7540510208424807,0.055076164,0.8585350935644364,0.9439547340349905,0.001270475,-0.14131702517400366,0.3284419303350269,0.080588655,0.8653201524187449,0.8625580878775186,0.025679609,0.7020329724845424,0.519625251808093,0.578928772309288,0.000275077,0.7993175309413345,7.9,1.9794394222439229,57.49770992366412,1.2999017851242451,0.1777450322136789,0.47279750999805853,0.0115864131728746,0.6313375618614243,0.26714447222753335,0.0026977762670508812,0.020289755779946184,0.9990289994803457
40,40,89,90,,,6,-0.2590790858467036,-0.26678085878896485,0.00828456,0.2703166158463968,0.2992750368827476,0.074256662,-0.7961717695767048,-0.5556826008066613,0.060612528,-0.14131702517400366,-0.08095393303713126,0.055317891,-0.08771738531368098,0.07182289277493312,0.058257244,0.7939887721624472,-0.535532147271606,-0.5431577853119912,0.082713029,0.7014060755140236,2.2,-0.8884206219462568,42.19125683060109,-0.08195368221282229,0.09553753644426682,0.637478191576982,0.5527710478077733,0.4333637333289491,0.6062419127646298,0.8111986323840225,0.9397263949310197,0.8591549379462678
41,41,26,27,,,6,0.7570164508398803,0.7545499421025309,0.018924365,1.046511469919622,1.143104871721287,0.01481506,0.8585350935644364,0.5310359871733007,0.062791563,2.721258612966071,1.5463901871101988,0.1116010155886353,0.8653201524187449,0.9155002044274484,0.013716277,0.7001496245669842,0.519625251808093,0.4801356612225298,0.022796536,0.7996362711339315,1.1,-0.5299381164224847,44.836996336996336,-0.45736621439000896,0.21840591462264164,0.12712212410140863,0.5726433002950887,0.8742916631921868,0.14261931067128342,0.22357442883725634,0.0014587621315040877,0.9994843444154008
42,42,98,99,,,12,0.7570164508398803,0.7086273211651163,0.027585548,0.2703166158463968,0.2895837294623784,0.005760518,0.031181661993865763,0.1825712192473698,0.087631902,0.8128748542060211,0.5435555034861118,0.072964164,0.8653201524187449,0.8288893261285603,0.031000351,0.7075855930270109,0.519625251808093,0.544124271111895,0.010646523,0.798406116,3.8,0.9315674830205878,57.42028985507246,1.1102380899282716,0.3184251826746512,0.04938127775086087,0.7991809596160769,0.5716064958009998,0.32252755924285015,0.10441455557485005,0.0758086331963872,0.9977269729806789
43,43,187,188,,,12,0.7570164508398803,0.8247657605325659,0.001233013,1.046511469919622,1.1505331352979193,0.014055745,0.8585350935644364,0.9453971473633521,0.000405847,2.721258612966071,2.5817606628638377,0.051961212,0.8653201524187449,0.9608191944091334,0.00089326,0.7004066140731539,0.519625251808093,0.5786514715443497,0.000269088,0.7991307226569916,1.5,-0.41963580703055464,41.90669781931464,-0.34356687874150627,0.014106331310471175,0.12060276721437159,0.0037012227451840842,0.407067156273164,0.009145771396143353,0.002639039829405214,0.0040283180342033376,0.9987621294461374
44,44,41,42,,,6,0.7570164508398803,0.8216789682154861,0.000529063,1.046511469919622,1.1651099145855337,0.021991618,0.8585350935644364,0.9426433787019806,0.001956543,2.721258612966071,2.2395840913682985,0.084582968,0.8653201524187449,0.9599235087261578,0.000673903,0.7000037290994442,0.519625251808093,0.5787485265624829,0.000246553,0.7948117418277746,7.5,0.7109628642367276,41.506802721088434,-0.35282831474671145,0.005977122662505636,0.18873890083112002,0.017843181200679358,0.6626294308752396,0.006862505675230958,0.002418030375014644,0.0,0.9925921324050976
45,45,74,75,,,4,-2.2912701592198714,-2.448392226087697,0.000282877,-2.0582679463732787,-2.2280989084881853,0.000799388,-1.6235252011472756,-1.7314977973082561,0.004246716,-1.0955089045540285,-1.2520921200056272,0.032400687,-1.9937924607785331,-2.166866187420202,0.002211789,0.7962672163367358,-2.645846945431004,-2.8652992215960023,0.013881944,0.7033065529914893,1.0,-1.109025240730117,36.0,-2.0596337918726992,0.003134168816056252,0.006785810740481644,0.038728984363837704,0.25382794188474267,0.022870211772921388,0.1361455797565137,0.9625078297229415,0.861869916520195
46,46,38,39,,,4,-1.2751746225332876,-1.3637582044807453,0.017546101,-0.5058782382268284,-0.5572690006201394,0.003228212,-1.6235252011472756,-1.566186061599669,0.03921982,-1.0955089045540285,-1.150605739994512,0.033564932,-1.040754923046107,-1.161480850870698,0.012025442,0.7993307101387017,-1.590689546351305,-1.847259522821669,0.079377449,0.7002174805500545,0.7,-1.9087169838216091,32.45270890725436,-1.7825009788497848,0.20248973360413244,0.027639304312715645,0.35767491820755415,0.2629487599177785,0.1250195732787274,0.7784853101796251,0.9931387247312582,0.8574569384179825
